PERMNO,date,COMNAM,RET,sprtrn
17972,2018-06-29,,,0.004842
17972,2018-07-31,PINDUODUO INC,C,0.036022
17972,2018-08-31,PINDUODUO INC,-0.143426,0.030263
17972,2018-09-28,PINDUODUO INC,0.358656,0.004294
17972,2018-10-31,PINDUODUO INC,-0.328642,-0.069403
17972,2018-11-30,PINDUODUO INC,0.300850,0.017859
17972,2018-12-31,PINDUODUO INC,-0.022648,-0.091777
17972,2019-01-31,PINDUODUO INC,0.301693,0.078684
17972,2019-02-28,PINDUODUO INC,0.024991,0.029729
17972,2019-03-29,PINDUODUO INC,-0.171677,0.017924
17972,2019-04-30,PINDUODUO INC,-0.103629,0.039313
17972,2019-05-31,PINDUODUO INC,-0.126406,-0.065778
17972,2019-06-28,PINDUODUO INC,0.062307,0.06893
17972,2019-07-31,PINDUODUO INC,0.079496,0.013128
17972,2019-08-30,PINDUODUO INC,0.471486,-0.018092
17972,2019-09-30,PINDUODUO INC,-0.016784,0.017181
17972,2019-10-31,PINDUODUO INC,0.268777,0.020432
17972,2019-11-29,PINDUODUO INC,-0.120597,0.034047
17972,2019-12-31,PINDUODUO INC,0.052017,0.02859
17972,2020-01-31,PINDUODUO INC,-0.068747,-0.001628
17972,2020-02-28,PINDUODUO INC,0.015900,-0.08411
17972,2020-03-31,PINDUODUO INC,0.006987,-0.125119
17972,2020-04-30,PINDUODUO INC,0.316681,0.126844
17972,2020-05-29,PINDUODUO INC,0.409570,0.045282
17972,2020-06-30,PINDUODUO INC,0.283685,0.018388
17972,2020-07-31,PINDUODUO INC,0.069432,0.055101
17972,2020-08-31,PINDUODUO INC,-0.031155,0.070065
17972,2020-09-30,PINDUODUO INC,-0.166292,-0.039228
17972,2020-10-30,PINDUODUO INC,0.213486,-0.027666
17972,2020-11-30,PINDUODUO INC,0.542676,0.107546
17972,2020-12-31,PINDUODUO INC,0.279951,0.037121
17972,2021-01-29,PINDUODUO INC,-0.067316,-0.011137
17972,2021-02-26,PINDUODUO INC,0.032889,0.026091
17972,2021-03-31,PINDUODUO INC,-0.217808,0.042439
17972,2021-04-30,PINDUODUO INC,0.000373,0.052425
17972,2021-05-28,PINDUODUO INC,-0.067573,0.005487
17972,2021-06-30,PINDUODUO INC,0.017136,0.022214
17972,2021-07-30,PINDUODUO INC,-0.278775,0.022748
17972,2021-08-31,PINDUODUO INC,0.091802,0.02899
17972,2021-09-30,PINDUODUO INC,-0.093481,-0.047569
17972,2021-10-29,PINDUODUO INC,-0.019301,0.069144
17972,2021-11-30,PINDUODUO INC,-0.252137,-0.008334
17972,2021-12-31,PINDUODUO INC,-0.123308,0.043613
17972,2022-01-31,PINDUODUO INC,0.026415,-0.052585
17972,2022-02-28,PINDUODUO INC,-0.133356,-0.031361
17972,2022-03-31,PINDUODUO INC,-0.226572,0.035773
17972,2022-04-29,PINDUODUO INC,0.074296,-0.087957
17972,2022-05-31,PINDUODUO INC,0.168485,5.3e-05
17972,2022-06-30,PINDUODUO INC,0.227408,-0.08392
17972,2022-07-29,PINDUODUO INC,-0.206958,0.091116
17972,2022-08-31,PINDUODUO INC,0.454805,-0.04244
17972,2022-09-30,PINDUODUO INC,-0.122300,-0.093396
17972,2022-10-31,PINDUODUO INC,-0.123841,0.079863
17972,2022-11-30,PINDUODUO INC,0.496261,0.053753
17972,2022-12-30,PINDUODUO INC,-0.005973,-0.058971
